,Symbol,Name,Sector,Industry,Sales,Revenue,MarCap,PER,PBR,ROA,ROE,Volume,Price,Beta,DIVIDEND,cnn_score,total_score
32,AXP,American Express,Financials,Consumer Finance,0.3283351558593918,0.49212844828515356,0.23509054478779767,-0.24104075417002768,-0.07021244028025868,-0.5474083265993658,0.14333872351519408,-0.2116475831124914,-0.024140799610948466,0.1634412714735559,-0.7288858248527248,-0.2620487128321673,-0.7230502975368909
33,AIG,American International Group,Financials,Property & Casualty Insurance,0.47396754512441974,1.1602359639940607,-0.1608377406382334,-0.4265521957971769,-0.09159642806901976,-0.7729349713590534,0.023883186040249253,-0.2301149787369796,-0.4147906935046997,0.29803461251441893,-0.06318398640951604,-0.2620487128321673,-0.4659383996736974
34,AMT,American Tower,Real Estate,Specialized REITs,-0.3350246858933804,-0.1055845973777959,0.26358439149658996,0.14371312245065948,-0.008921714716696996,-0.5076095069358915,0.3328595281629431,-0.3311267848749436,0.3634108233139011,-1.2722210329623147,-0.13111274543433304,-0.2620487128321673,-1.8500819156034298
35,AWK,American Water Works,Utilities,Water Utilities,-0.445498486507443,-0.29628961622957206,-0.23406273640825476,-0.16509119711218945,-0.07769181629088168,-0.4014793211666267,-0.02435847332463231,-0.3543670712302397,-0.039670404714332586,-1.3619499269895567,-0.46396366465593764,-0.2620487128321673,-4.1264714274618335
36,AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,-0.2728077716629957,-0.046709222430267684,-0.22164905686784342,-0.33057827341335494,-0.05871729191493875,-0.8127337910225276,0.49251644844195597,-0.3557820790734347,0.4500094094076495,0.9261368707051124,-0.42320640924104724,-0.2620487128321673,-0.9155698799038596
37,ABC,AmerisourceBergen,Health Care,Health Care Distributors,3.56171888958861,-0.22717504563899546,-0.22243473278812262,-0.2368928499239311,0.5963555734449958,-0.6402722391474724,6.598532190911252,-0.334385349713262,-0.07761466151866059,-1.3395177034827461,-0.7492644525601699,-0.2620487128321673,6.667000906339329
38,AME,Ametek,Industrials,Electrical Components & Equipment,-0.4093058217196846,-0.32316750479257406,-0.23275327654112277,-0.0937186378431475,-0.0755333386502321,0.15570415412201327,-0.04503347019529585,-0.32171585098578165,-0.15208791554892923,0.4550601770620924,-1.1296655030991465,-0.2620487128321673,-2.4342657010239757
39,AMGN,Amgen,Health Care,Biotechnology,-0.056685859073238254,0.3794972962116213,0.27667899016791,-0.19155196557866797,0.1672702973456302,0.367964525660543,1.426337140433592,-0.2274899094119792,0.2579548595946146,-1.1151954684146412,0.6228964797411382,-0.2620487128321673,1.6456276738443558
40,APH,Amphenol,Information Technology,Electronic Components,-0.30572586201757596,-0.2361343418266628,-0.14826692591376622,-0.09400470020494726,-0.061227149636624324,0.5271598043144401,0.09854289696208977,-0.2529182108035292,-0.3399349368856777,0.4550601770620924,-0.8851219706098045,-0.2620487128321673,-1.504619932392133
41,ADI,Analog Devices,Information Technology,Semiconductors,-0.3198582358870816,-0.2207755483620902,0.03065767033115007,0.13699065694836496,-0.08557276953697439,-0.573940873041682,-0.17023206235653612,-0.28406772568109867,-0.052178239366565723,0.2307379419939874,-0.27376313938644936,-0.2620487128321673,-1.8440510371771428
42,ANSS,Ansys,Information Technology,Application Software,-0.47686546265683366,-0.4040187533889949,-0.26564690840347854,0.2379706706636828,-0.07096539759676435,-0.06982249063767429,-0.10935568268180461,-0.3628635657318362,0.32118253751553605,0.5672212945961449,,-0.2620487128321673,-0.8952124711541902
43,AON,Aon,Financials,Insurance Brokers,-0.2969362148548346,-0.27197152657733215,-0.05953792531690199,0.12397481948647548,0.36313959394597234,-0.4678106872724172,1.1024288561265303,-0.3598884140010351,0.4686755357388108,-0.3524998691830849,-1.0821153717817744,-0.2620487128321673,-1.094589916521759
44,APA,APA Corporation,Energy,Oil & Gas Exploration & Production,-0.337782222258162,-0.0684675131717455,-0.3167682216163118,-0.4151097013251862,0.02079500070806019,2.079313771189937,-6.887308823447666,0.02998746927682607,-0.47465234864459205,6.152844947791954,-0.7492644525601699,3.000457761928316,2.0340456678712613
45,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",6.167763100330015,12.288961728532273,13.119442339841068,-0.09328954430044784,0.1312789376166591,2.6630297929208937,1.5285635138496505,5.23540281757737,-0.02785107472185553,0.41019573004847143,-1.2179728898314088,-0.2620487128321673,39.94347573903052
46,AMAT,Applied Materials,Information Technology,Semiconductor Equipment,-0.07771207385469792,0.38845659239928865,0.03861918632331262,-0.29510654055018376,-0.0620303041075637,2.3579055088342575,0.4098164609593018,-0.16752005252834853,-0.2764012568937536,1.038297988239165,-0.8647433429023592,-0.2620487128321673,2.2275334530862514
47,APTV,Aptiv,Consumer Discretionary,Auto Parts & Equipment,-0.23523633869284646,-0.4482136815833025,-0.24637165915929554,2.950127922887278,-0.07985029393153127,-0.985195342897583,-0.21273066703512228,-0.2957541952079648,-0.2539483549339346,2.137476940072878,,-0.2620487128321673,2.0682556166864083
48,ANET,Arista Networks,Information Technology,Communications Equipment,-0.4510135592370062,-0.33084690152486035,-0.18686980279681753,0.07019509546811924,-0.048677861028196455,1.3098699243627676,0.06867901259335356,-0.3087920212315167,-0.16463400046003768,0.6120857416097659,,-0.2620487128321673,0.30794691492340426
49,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,-0.36328943363239175,-0.32700720315871723,-0.1778083405162641,0.061613224614126195,-0.07412781832608817,-0.6800710588109466,-0.08868068581114108,-0.34939924825074736,0.07909664909356881,-0.8684410098397259,-0.8579504669998775,-0.2620487128321673,-3.908114104470372
50,AIZ,Assurant,Financials,Multi-line Insurance,-0.33554172396177695,-0.40104938665251083,-0.33730055233294154,-0.2014211170607599,-0.0865767126256486,-0.5872071462628401,0.038815128224617364,-0.36779627072704757,-0.011479963923214034,-1.1376276919214516,-0.47075654055841937,-0.2620487128321673,-4.15999069063416
51,T,AT&T,Communication Services,Integrated Telecommunication Services,1.905645956514464,2.088163069145321,0.25572763229379797,-0.3886489328587077,-0.09129524514241749,-0.5606745998205239,-0.08178902018758656,1.3935652988516258,-0.5608684321495873,-1.3843821504963671,2.7422737613154355,-0.2620487128321673,5.055668624633286
52,ATO,Atmos Energy,Utilities,Gas Utilities,-0.44153452798306947,-0.3665560963299916,-0.295659728558144,-0.16451907238858993,-0.08758065571432283,-0.45454441405125917,-0.1024640170582501,-0.3515152439833002,-0.17427306569662096,-1.2049243624418833,-0.04959823460455258,-0.2620487128321673,-3.9552181316421513
53,ADSK,Autodesk,Information Technology,Application Software,-0.42964265240994887,-0.39128375380795344,-0.14192914015684735,0.7335737124817799,0.22012790096432838,-0.1892189496280972,0.49366505937921495,-0.25839332404032983,0.160799202051275,1.0607302117459754,,-0.2620487128321673,0.9963795537472298
54,AZO,AutoZone,Consumer Discretionary,Specialty Stores,-0.23868325914882346,-0.1542207766822757,-0.15701411782620797,-0.198846555804562,,1.1506746457088706,-1.2866818933723667,-0.3693916697785607,7.693690434182254,-0.6441187747716212,,-0.2620487128321673,5.533359319674539
55,AVB,AvalonBay Communities,Real Estate,Residential REITs,-0.46928223765368426,-0.3585823227229677,-0.22809159941413285,0.04759616888593764,-0.08286212319755396,-0.5208757801570496,-0.14266539986231808,-0.35854144725238446,0.17024701599348166,-0.24033875164903262,0.41911020266668664,-0.2620487128321673,-2.0263349871951846
56,AVY,Avery Dennison,Materials,Paper Packaging,-0.35708497681163315,-0.3654681817929177,-0.30220702789380394,-0.179251284021278,-0.055956448421084624,0.18223670056432958,0.23063315474688456,-0.3643235684923911,0.08395443197073583,-0.17304208112860112,-0.5386852995832365,-0.2620487128321673,-2.1012432936951635
57,BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,-0.15871470457015724,-0.40303323080835146,-0.2545426887301992,,-0.08803243010422623,-1.2372545340995869,-0.2621209373372629,-0.020940878450722986,-0.5291972178008135,0.7242468591438179,0.3240099400319424,-0.2620487128321673,-2.1676285355577276
58,BALL,Ball Corporation,Materials,Metal & Glass Containers,-0.25143686483593836,-0.3684759455130632,-0.28392696814864127,-0.08999982713975051,-0.06875672280168103,-0.573940873041682,0.005505411044103877,-0.274181327207883,-0.4017091049693366,-0.9581699038669679,-0.7017143212427979,-0.2620487128321673,-4.228855160555805
59,BAC,Bank of America,Financials,Diversified Banks,0.3979629490701271,2.9380163075183363,1.0890155133419164,-0.32228246492116164,-0.09064268213477923,-0.9586627964552668,-0.10361262799550917,1.520147936012655,-0.4946954842952653,0.7242468591438179,0.09984503525004547,-0.2620487128321673,4.537289831702749
60,BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Specialty Stores,-0.37724946147909855,-0.3295670020694793,-0.3353625517295862,-0.3380158948201489,,1.2568048314781355,-0.7456861419233377,-0.2821469365564825,-0.47908937867413043,1.6215357994162374,-0.25338451167900417,6.2629642366887985,6.000802988651904
61,BAX,Baxter International,Health Care,Health Care Equipment,-0.26677566086503596,-0.3334067004356224,-0.22756781546728005,-0.051095345934982155,-0.07954911100492901,-0.6137396927051563,-0.09901818424647284,-0.32013787374678293,-0.401173601345082,-1.0254665743873994,-0.2805560152889311,-0.2620487128321673,-3.960535288259842
62,BDX,Becton Dickinson,Health Care,Health Care Equipment,-0.1797409193516169,-0.26813182821118897,0.008082582221794414,0.2346809535029855,-0.0817577858000123,-0.5474083265993658,-0.13117929048972723,-0.3533478266083358,0.36899536110969927,-1.0703310214010204,-0.7017143212427979,-0.2620487128321673,-2.983901135701753
63,WRB,Berkley,Financials,Property & Casualty Insurance,-0.3315777654374034,-0.2924499178634289,-0.2880648613287784,-0.24146984771272736,-0.08210916588104829,-0.5208757801570496,-0.00023764364219154807,-0.3543388122272636,-0.368660881301051,-0.9581699038669679,-1.197594262123964,-0.2620487128321673,-4.897597554374042
64,BRKB,Berkshire Hathaway,Financials,Multi-Sector Holdings,,,,,,,,,,,,,0.0
65,BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,0.33746949506773083,-0.2361343418266628,-0.2931455656132505,-0.33057827341335494,-0.06614647077112805,0.31489943277591054,0.39947896252397014,-0.2766401348260534,-0.33809892445966183,1.038297988239165,1.4720059675513533,-0.2620487128321673,1.7593594224158509
66,BIO,Bio-Rad,Health Care,Life Sciences Tools & Services,-0.46187135867333373,-0.21406887521589352,-0.3041974068918446,,-0.08803243010422623,-2.656745768763503,-0.4148861919927212,-0.37035439639451245,1.2444672862482655,-0.15060985762179063,,-0.2620487128321673,-3.678347712241727
67,TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,-0.49220425868593126,-0.4278760792372976,-0.31619205927477373,0.22009177305119734,-0.05916906630484215,0.5138935310932821,-0.04388485925803674,-0.34437819957632926,0.6124965091100539,0.4550601770620924,-1.3266589042711165,-0.2620487128321673,-1.470870149123869
68,BIIB,Biogen,Health Care,Biotechnology,-0.3281308449814264,-0.1990172576206124,-0.2274106802832242,-0.27122033333990314,-0.08401665774952934,0.06284024157390668,-0.016318196763818724,-0.22924923811667872,0.15368465390046346,-1.3843821504963671,,-0.2620487128321673,-2.785269176709357
69,BLK,BlackRock,Financials,Asset Management & Custody Banks,-0.177328075032433,0.2847847365134238,0.16437971196266976,-0.21672545341704746,-0.08236015165321685,-0.5474083265993658,-0.04847930300707311,-0.3278293982024397,1.8810280944515174,0.41019573004847143,0.3036313123244971,-0.2620487128321673,1.3818401645568363
70,BK,BNY Mellon,Financials,Asset Management & Custody Banks,-0.4534264035561901,-0.04798912188564873,-0.19703121136576185,-0.31827759185596494,-0.09164662522345347,-0.9719290696764249,-0.13003067955246814,-0.05377290144237741,-0.45617747360780736,0.0961446009531249,0.6704466110585101,-0.2620487128321673,-2.2157385789866293
71,BA,Boeing,Industrials,Aerospace & Defense,0.5354950752636091,0.21285438712100888,0.11142515493585174,,,-1.5689113646285393,0.17664844069570754,0.058588872599635765,-0.04961547202191862,0.6569501886233869,,3.000457761928316,3.133893044517058
72,BKNG,Booking Holdings,Consumer Discretionary,Internet & Direct Marketing Retail,-0.2588477438162889,-0.2655720293004269,0.010020582825149772,0.2529889446581706,0.0009671247067441717,-0.1892189496280972,0.12381233758178964,-0.3212372312703277,6.720833349947096,0.41019573004847143,,-0.2620487128321673,6.221893402920114
73,BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,-0.2579860137022946,-0.38063499033918313,-0.3352577949402156,-0.26921789680730485,-0.08978933050940614,-0.5474083265993658,-0.12199040299165453,-0.3011228570549138,-0.4795866320395097,0.701814635637008,-0.429999285143529,3.000457761928316,0.48927886743794646
74,BXP,Boston Properties,Real Estate,Office REITs,-0.45980320639974753,-0.37838236729771246,-0.31163513893715433,-0.18254100118197525,-0.08507079799263727,-0.6800710588109466,-0.09901818424647284,-0.3352004710515329,-0.30019291791420927,0.2083057184871769,1.4516273398439086,-0.2620487128321673,-1.43403079833347
75,BSX,Boston Scientific,Health Care,Health Care Equipment,-0.298832021105622,-0.35670087052355753,-0.05896176297536391,0.5996965271594888,-0.07854516791625478,-0.7198698784744211,-0.1725292842310543,-0.2003187408708613,-0.4639422761594995,-0.4646609867171374,,-0.2620487128321673,-2.4767131746464504
76,BMY,Bristol Myers Squibb,Health Care,Health Care Distributors,0.30110448425717357,0.38461689403314553,0.417210223108516,-0.13548374266591354,-0.07282269231081166,-0.24228404251272953,-0.007129309265746034,0.024682047237507977,-0.3516395161015289,-1.4292465975099882,0.43269595447165005,-0.2620487128321673,-0.9403450100908921
77,AVGO,Broadcom Inc.,Information Technology,Semiconductors,0.03465753301015205,0.795464619210462,0.6718739780683471,-0.165663321835789,-0.04757352363065481,0.7261539026318116,0.27428037036272973,0.10360368100537683,1.3001979134296224,0.1410090479667459,0.6161036038386564,-0.2620487128321673,4.188059091225293
78,BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,-0.41292508819846047,-0.393677165789516,-0.2776939391810929,0.06475991059392362,-0.04350755412152418,-0.1892189496280972,0.1134748391464579,-0.3659576521984637,0.023480772688838178,-0.3300676456762744,-0.4571707887534559,-0.2620487128321673,-2.530551973949832
79,BRO,Brown & Brown,Financials,Insurance Brokers,-0.45532220980697746,-0.38570339218249206,-0.28628399590947884,-0.04751956641248506,-0.07538274718693096,-0.3218816818396782,-0.06570846706595938,-0.34262765036769993,-0.3841522361455599,-0.5768221042511896,-1.170422758514037,-0.2620487128321673,-4.3738755225146555
80,BFB,Brown–Forman,Consumer Staples,Distillers & Vintners,,,,,,,,,,,,,0.0
81,CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,-0.056685859073238254,-0.321887605337193,-0.3112161117796721,-0.2902434803995877,-0.0620303041075637,0.9649468206126574,0.3914386859631565,-0.20344136069971708,-0.20529402564451407,-0.7338476687988632,-0.2397987598740407,-0.2620487128321673,-1.3301083819707433
82,CDNS,Cadence Design Systems,Information Technology,Application Software,-0.4548051717385809,-0.3634715386425233,-0.14407665433894382,0.3741363548803721,-0.009975854959804924,1.3098699243627676,0.10198872977386704,-0.11027334840237797,0.012196946320615588,0.2531701655007979,,-0.2620487128321673,0.7067108399240221
83,CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,-0.3322671495285988,-0.3234234846836503,-0.33347692952091607,,-0.08321350327858994,-1.5821776378496974,-0.6308250481974291,0.28582596297264534,-0.4519316948726457,3.8423259265904752,,-0.2620487128321673,0.12878772879942596
84,CPT,Camden Property Trust,Real Estate,Residential REITs,-0.48944672232114966,-0.3578399810388467,-0.3086495704400934,-0.22444913718564125,-0.08225975734434943,0.22203552022780373,-0.012872363952041459,-0.352556848884258,-0.12133470741316348,-0.5992543277580001,0.2900455605195336,-0.2620487128321673,-2.298631048422373
85,CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,-0.3638064717007883,-0.36578815665676295,-0.3068687050207939,-0.20199324178435948,-0.07503136710589497,-0.030023670974200025,0.09394845321305345,-0.2910991417759746,-0.44256038144818965,-1.6087043855644718,0.47345320988654016,-0.2620487128321673,-3.380522571764009
86,COF,Capital One,Financials,Consumer Finance,-0.04169175508973834,0.7596274344597926,-0.16618033689613196,-0.41053270353638993,-0.0921987939222243,-0.7729349713590534,-0.02320986238737325,-0.25403937988762354,-0.22614041673156923,0.8364079766778705,-0.110734117726888,-0.2620487128321673,-0.7636756392314961
87,CAH,Cardinal Health,Health Care,Health Care Distributors,2.6143328022633336,-0.34326192624205654,-0.283507940991159,,,-1.3566509930900097,-4.580898061431422,-0.24313373679250397,-0.3690433838898043,-0.5992543277580001,0.3511814436418693,6.2629642366887985,1.452728112399047
88,KMX,CarMax,Consumer Discretionary,Specialty Stores,0.06619685518234153,-0.3389358660828686,-0.3089114624135198,-0.2583475270589136,-0.08306291181528881,-0.5606745998205239,-0.01402097488930056,-0.32955319738398003,-0.2921603635503898,0.769111306157439,,-0.2620487128321673,-1.6124074545071718
89,CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-0.4103398978564777,0.712399144556232,-0.3172396271684793,,-0.08928735896506902,-3.346591976263724,-1.1545916355875718,2.431495431985511,-0.5870698594791887,2.20477361059331,,3.000457761928316,2.444005593742858
90,CARR,Carrier Global,Industrials,Building Products,-0.16078285684374344,-0.11070419519932008,-0.196874076181706,-0.28638163851529086,-0.06981086304478898,0.3944970721028591,0.23063315474688456,-0.24836110362457262,-0.46826455541241185,,-0.6337855622179808,-0.2620487128321673,-1.8118833370222382
91,CTLT,Catalent,Health Care,Pharmaceuticals,-0.4280915382047592,-0.3980416229323654,-0.29513594461129117,0.006689251148570905,-0.07889654799729076,-0.41474559438778474,-0.09901818424647284,-0.33128220939131203,-0.26955446055506943,0.6793824121301975,,-0.2620487128321673,-1.8907431518797446
92,CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,0.41985089396558095,0.397415888586956,0.131119431337517,-0.2580614646971139,-0.06398799313047845,0.03630769513159057,0.2421192641194754,-0.2959263556387171,0.09091597908604598,-0.10574541060816962,0.09305215934756389,-0.2620487128321673,0.4250113746680833
