종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"024840","KBI메탈","KOSDAQ","금속","1720","-30","-1.71","56675458560"
"024120","KB오토시스","KOSDAQ","운송장비·부품","4805","-30","-0.62","55257500000"
"021320","KCC건설","KOSDAQ","건설","6620","-10","-0.15","141668000000"
"036670","KCI","KOSDAQ","화학","8980","-20","-0.22","101204600000"
"044180","KD","KOSDAQ","건설","918","2","0.22","22811052438"
"151860","KG ETS","KOSDAQ","기타서비스","12950","-600","-4.43","466200000000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","6730","-50","-0.74","261296072640"
"035600","KG이니시스","KOSDAQ","소프트웨어","12950","-100","-0.77","361362420300"
"226360","KH 건설","KOSDAQ","건설","707","-32","-4.33","83313010795"
"111870","KH 전자","KOSDAQ","일반전기전자","470","-15","-3.09","75181116340"
"060720","KH바텍","KOSDAQ","IT부품","18050","-300","-1.63","427377828100"
"058400","KNN","KOSDAQ","방송서비스","990","-5","-0.50","131105422800"
"114450","KPX생명과학","KOSDAQ","제약","5120","-80","-1.54","76800000000"
"060370","KT서브마린","KOSDAQ","건설","6600","50","0.76","144540000000"
"122450","KX","KOSDAQ","방송서비스","7190","-200","-2.71","325965581160"
"052900","KX하이텍","KOSDAQ","반도체","1495","50","3.46","77183928770"
"108320","LX세미콘","KOSDAQ","반도체","94100","500","0.53","1530470630000"
"086960","MDS테크","KOSDAQ","소프트웨어","18000","400","2.27","160066944000"
"160550","NEW","KOSDAQ","오락·문화","7100","20","0.28","198133352600"
"053290","NE능률","KOSDAQ","출판·매체복제","5120","-40","-0.78","84614691840"
"104200","NHN벅스","KOSDAQ","디지털컨텐츠","7910","-240","-2.94","117285920500"
"060250","NHN한국사이버결제","KOSDAQ","소프트웨어","12700","100","0.79","510039759700"
"030190","NICE평가정보","KOSDAQ","기타서비스","14300","-250","-1.72","868221926000"
"024940","PN풍년","KOSDAQ","유통","5510","70","1.29","55100000000"
"218410","RFHIC","KOSDAQ","일반전기전자","26250","-750","-2.78","703143892500"
"327260","RF머트리얼즈","KOSDAQ","기타제조","13900","-300","-2.11","113947988300"
"091340","S&K폴리텍","KOSDAQ","IT부품","4110","-35","-0.84","48102293310"
"019550","SBI인베스트먼트","KOSDAQ","금융","1370","5","0.37","222031207750"
"950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제","4850","-60","-1.22","116654819000"
"046140","SBS콘텐츠허브","KOSDAQ","오락·문화","6360","50","0.79","136508209800"
"151910","SBW생명과학","KOSDAQ","IT부품","2200","-10","-0.45","389695059600"
"036120","SCI평가정보","KOSDAQ","기타서비스","2910","-100","-3.32","103305000000"
"099220","SDN","KOSDAQ","유통","2675","-125","-4.46","150259594425"
"036540","SFA반도체","KOSDAQ","반도체","4925","-85","-1.70","809966992275"
"255220","SG","KOSDAQ","비금속","1655","-25","-1.49","74072320295"
"040610","SG&G","KOSDAQ","운송","1945","-5","-0.26","66299596220"
"049470","SGA","KOSDAQ","소프트웨어","817","-5","-0.61","48090457433"
"184230","SGA솔루션즈","KOSDAQ","소프트웨어","951","-4","-0.42","51532050024"
"016250","SGC이테크건설","KOSDAQ","건설","49400","-600","-1.20","128412583000"
"337450","SK5호스팩","KOSDAQ","금융","4050","10","0.25","17455500000"
"340350","SK6호스팩","KOSDAQ","금융","2105","-5","-0.24","12019550000"
"048550","SM C&C","KOSDAQ","방송서비스","3880","-25","-0.64","371025465600"
"063440","SM Life Design","KOSDAQ","출판·매체복제","2225","0","0.00","101747367650"
"289080","SV인베스트먼트","KOSDAQ","금융","2650","-40","-1.49","141070100000"
"089230","THE E&M","KOSDAQ","인터넷","450","0","0.00","78052585950"
"161570","THE MIDONG","KOSDAQ","정보기기","1230","-15","-1.20","19166880900"
"192410","THQ","KOSDAQ","통신장비","2610","0","0.00","112087869840"
"032540","TJ미디어","KOSDAQ","일반전기전자","6180","-10","-0.16","86097343620"
"022220","TKG애강","KOSDAQ","화학","1700","0","0.00","88050784300"
"048770","TPC","KOSDAQ","기계·장비","4320","-65","-1.48","66866424480"
"246690","TS인베스트먼트","KOSDAQ","금융","2135","-5","-0.23","83789951665"
"317240","TS트릴리온","KOSDAQ","화학","835","5","0.60","78863766875"
"038340","UCI","KOSDAQ","일반전기전자","1335","0","0.00","16641828315"
"073570","WI","KOSDAQ","기타제조","875","-3","-0.34","70791763875"
"057030","YBM넷","KOSDAQ","기타서비스","4280","-130","-2.95","69818343160"
"040300","YTN","KOSDAQ","방송서비스","3690","45","1.23","154980000000"
"051390","YW","KOSDAQ","유통","3485","-80","-2.24","39573457480"
"052220","iMBC","KOSDAQ","디지털컨텐츠","3125","-60","-1.88","71875000000"
"079940","가비아","KOSDAQ","인터넷","11500","-100","-0.86","155660366000"
"078890","가온미디어","KOSDAQ","통신장비","7760","60","0.78","125367153360"
"399720","가온칩스","KOSDAQ","반도체","23050","-550","-2.33","264805776000"
"036620","감성코퍼레이션","KOSDAQ","유통","1620","0","0.00","145141594740"
"217730","강스템바이오텍","KOSDAQ","제약","3355","55","1.67","127281738375"
"114190","강원에너지","KOSDAQ","금속","6330","430","7.29","165358830540"
"094480","갤럭시아머니트리","KOSDAQ","소프트웨어","6330","-20","-0.31","248324874540"
"039240","경남스틸","KOSDAQ","금속","3390","-65","-1.88","91460857560"
"053950","경남제약","KOSDAQ","제약","2320","-15","-0.64","71570990800"
"011040","경동제약","KOSDAQ","제약","8220","-40","-0.48","252919256520"
"024910","경창산업","KOSDAQ","운송장비·부품","2390","50","2.14","85607421950"
"198440","고려시멘트","KOSDAQ","비금속","3375","-95","-2.74","107932365000"
"049720","고려신용정보","KOSDAQ","기타서비스","11850","-150","-1.25","169455000000"
"014570","고려제약","KOSDAQ","제약","7800","-90","-1.14","85800000000"
"348150","고바이오랩","KOSDAQ","기타서비스","14550","-300","-2.02","246484696950"
"098460","고영","KOSDAQ","기계·장비","13200","-200","-1.49","906242766000"
"035290","골드앤에스","KOSDAQ","출판·매체복제","3130","105","3.47","113380838300"
"038530","골드퍼시픽","KOSDAQ","유통","613","8","1.32","56406072203"
"900280","골든센츄리","KOSDAQ","금융","412","2","0.49","73812918840"
"215000","골프존","KOSDAQ","소프트웨어","134000","5500","4.28","840905610000"
"121440","골프존뉴딘홀딩스","KOSDAQ","유통","6700","140","2.13","287006680600"
"366030","공구우먼","KOSDAQ","유통","10000","-100","-0.99","220326000000"
"014200","광림","KOSDAQ","운송장비·부품","1915","180","10.37","173703322840"
"029480","광무","KOSDAQ","통신장비","3540","35","1.00","116279328720"
"026910","광진실업","KOSDAQ","금속","5220","-60","-1.14","33436214100"
"355150","교보10호스팩","KOSDAQ","금융","2400","0","0.00","12768000000"
"397880","교보11호스팩","KOSDAQ","금융","2115","-10","-0.47","9390600000"
"421800","교보12호스팩","KOSDAQ","금융","2105","0","0.00","12587900000"
"331520","교보9호스팩","KOSDAQ","금융","2300","60","2.68","8924000000"
"053270","구영테크","KOSDAQ","운송장비·부품","3230","50","1.57","85253182020"
"066620","국보디자인","KOSDAQ","건설","16750","-500","-2.90","125625000000"
"043650","국순당","KOSDAQ","음식료·담배","8170","-130","-1.57","145902343680"
"006050","국영지앤엠","KOSDAQ","비금속","1500","-5","-0.33","52342864500"
"060480","국일신동","KOSDAQ","금속","3260","-10","-0.31","36153400000"
"078130","국일제지","KOSDAQ","종이·목재","2460","-5","-0.20","313938983580"
"307750","국전약품","KOSDAQ","제약","8410","-140","-1.64","412672552290"
"035080","그래디언트","KOSDAQ","유통","17800","-100","-0.56","276390995200"
"204020","그리티","KOSDAQ","섬유·의류","3020","-40","-1.31","60845238600"
"186230","그린플러스","KOSDAQ","금속","12750","0","0.00","137957397000"
"900070","글로벌에스엠","KOSDAQ","금융","727","1","0.14","39071864736"
"204620","글로벌텍스프리","KOSDAQ","금융","2545","-15","-0.59","131626488890"
"019660","글로본","KOSDAQ","유통","2680","90","3.47","91987449000"
"053260","금강철강","KOSDAQ","금속","7110","20","0.28","133099200000"
"036190","금화피에스시","KOSDAQ","건설","30700","100","0.33","184200000000"
"049080","기가레인","KOSDAQ","반도체","1615","65","4.19","127977832600"
"035460","기산텔레콤","KOSDAQ","통신장비","3415","35","1.04","49781616100"
"308100","까스텔바작","KOSDAQ","유통","9440","-190","-1.97","62272848000"
"187790","나노","KOSDAQ","화학","1155","10","0.87","31263187725"
"286750","나노브릭","KOSDAQ","화학","2240","-55","-2.40","45840589760"
"121600","나노신소재","KOSDAQ","화학","94200","-400","-0.42","1021912968600"
"247660","나노씨엠에스","KOSDAQ","일반전기전자","23850","-650","-2.65","102290742000"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","4920","-25","-0.51","131893524840"
"091970","나노캠텍","KOSDAQ","화학","1610","0","0.00","45209484250"
"051490","나라엠앤디","KOSDAQ","기계·장비","6750","-70","-1.03","95850000000"
"137080","나래나노텍","KOSDAQ","기계·장비","8220","20","0.24","90908448840"
"190510","나무가","KOSDAQ","IT부품","11000","200","1.85","167159751000"
"242040","나무기술","KOSDAQ","출판·매체복제","1950","10","0.52","66771315000"
"089600","나스미디어","KOSDAQ","기타서비스","29550","450","1.55","311455877100"
"293580","나우IB","KOSDAQ","금융","8280","-160","-1.90","79297560000"
"138610","나이벡","KOSDAQ","제약","22500","-850","-3.64","224043277500"
"130580","나이스디앤비","KOSDAQ","기타서비스","7810","-40","-0.51","120274000000"
"036800","나이스정보통신","KOSDAQ","통신서비스","25100","-200","-0.79","251000000000"
"267320","나인테크","KOSDAQ","IT부품","3610","-5","-0.14","142221559940"
"111710","남화산업","KOSDAQ","오락·문화","7780","-90","-1.14","160174640000"
"091590","남화토건","KOSDAQ","건설","7560","100","1.34","88754400000"
"168330","내츄럴엔도텍","KOSDAQ","기타서비스","4330","-75","-1.70","137498717000"
"094860","네오리진","KOSDAQ","소프트웨어","661","-6","-0.90","69047911275"
"253590","네오셈","KOSDAQ","반도체","3310","75","2.32","127284812060"
"212560","네오오토","KOSDAQ","운송장비·부품","7490","30","0.40","58983472870"
"095660","네오위즈","KOSDAQ","디지털컨텐츠","37650","-1750","-4.44","829569520350"
"042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠","33100","-1600","-4.61","293162264600"
"950220","네오이뮨텍","KOSDAQ","기타서비스","4690","-90","-1.88","463097681900"
"311390","네오크레마","KOSDAQ","음식료·담배","12600","-50","-0.40","101261097000"
"085910","네오티스","KOSDAQ","운송장비·부품","5310","80","1.53","73430492580"
"092730","네오팜","KOSDAQ","화학","19000","-50","-0.26","155939859000"
"290660","네오펙트","KOSDAQ","의료·정밀기기","1920","-15","-0.78","36941984640"
"306620","네온테크","KOSDAQ","기계·장비","3755","-190","-4.82","156540719285"
"153460","네이블","KOSDAQ","소프트웨어","7540","-70","-0.92","49236305560"
"007390","네이처셀","KOSDAQ","제약","23850","-2050","-7.92","1493896170600"
"033640","네패스","KOSDAQ","반도체","20200","-650","-3.12","465795880400"
"330860","네패스아크","KOSDAQ","반도체","27050","-850","-3.05","329578417250"
"089140","넥스턴바이오","KOSDAQ","기계·장비","2425","-75","-3.00","84950997075"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","695","-2","-0.29","54433089440"
"396270","넥스트칩","KOSDAQ","반도체","10700","-100","-0.93","186011368000"
"348210","넥스틴","KOSDAQ","반도체","55000","-500","-0.90","547617070000"
"225570","넥슨게임즈","KOSDAQ","디지털컨텐츠","16000","-150","-0.93","1051943232000"
"217270","넵튠","KOSDAQ","출판·매체복제","12250","-250","-2.00","404350744000"
"104620","노랑풍선","KOSDAQ","기타서비스","7950","30","0.38","125189413200"
"194700","노바렉스","KOSDAQ","음식료·담배","14700","-150","-1.01","145584978000"
"285490","노바텍","KOSDAQ","기타제조","28700","-450","-1.54","303526349700"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","3695","135","3.79","92149442420"
"376930","노을","KOSDAQ","의료·정밀기기","7190","110","1.55","82350880700"
"278650","노터스","KOSDAQ","기타서비스","5650","-130","-2.25","396942880050"
"142280","녹십자엠에스","KOSDAQ","제약","6850","-80","-1.15","144653388550"
"234690","녹십자웰빙","KOSDAQ","제약","7970","40","0.50","141485639720"
"065560","녹원씨엔아이","KOSDAQ","출판·매체복제","5770","0","0.00","134210921250"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","10150","50","0.50","162710194150"
"069140","누리플랜","KOSDAQ","금속","5340","30","0.56","37928647620"
"040160","누리플렉스","KOSDAQ","소프트웨어","6250","20","0.32","75347093750"
"332290","누보","KOSDAQ","화학","2535","175","7.42","80324828805"
"126870","뉴로스","KOSDAQ","기계·장비","2230","0","0.00","79475857540"
"060260","뉴보텍","KOSDAQ","화학","1240","145","13.24","48869699520"
"012340","뉴인텍","KOSDAQ","IT부품","3630","-30","-0.82","109061542260"
"214870","뉴지랩파마","KOSDAQ","유통","11450","-150","-1.29","358683100750"
"270870","뉴트리","KOSDAQ","음식료·담배","11600","-200","-1.69","106722598400"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","4650","10","0.22","203170701600"
"085670","뉴프렉스","KOSDAQ","IT부품","6710","150","2.29","162447442630"
"119860","다나와","KOSDAQ","인터넷","17650","-350","-1.94","230770608300"
"064260","다날","KOSDAQ","디지털컨텐츠","6970","-110","-1.55","480574808800"
"093640","다믈멀티미디어","KOSDAQ","반도체","4295","0","0.00","78376401255"
"340360","다보링크","KOSDAQ","통신장비","1195","15","1.27","51104366200"
"039560","다산네트웍스","KOSDAQ","통신장비","5540","90","1.65","201549842520"
"298870","다올인베스트먼트","KOSDAQ","금융","3075","-35","-1.13","307500000000"
"032190","다우데이타","KOSDAQ","유통","11950","-50","-0.42","457685000000"
"068240","다원시스","KOSDAQ","IT부품","20550","-1250","-5.73","712273665450"
"020400","대동금속","KOSDAQ","금속","9660","-130","-1.33","30807343560"
"008830","대동기어","KOSDAQ","기계·장비","9160","-640","-6.53","82325683200"
"048470","대동스틸","KOSDAQ","금속","4950","-100","-1.98","49500000000"
"004780","대륙제관","KOSDAQ","금속","4730","-5","-0.11","75222131270"
"017650","대림제지","KOSDAQ","종이·목재","9000","-170","-1.85","81000000000"
"007720","대명소노시즌","KOSDAQ","유통","837","-3","-0.36","84369976650"
"389260","대명에너지","KOSDAQ","건설","32550","-2550","-7.26","553350000000"
"317850","대모","KOSDAQ","기계·장비","7210","210","3.00","60019068200"
"290670","대보마그네틱","KOSDAQ","기계·장비","59900","0","0.00","468687550000"
"078140","대봉엘에스","KOSDAQ","제약","8020","-90","-1.11","88914363580"
"036480","대성미생물","KOSDAQ","제약","12300","0","0.00","46740000000"
"025440","대성엘텍","KOSDAQ","일반전기전자","805","-7","-0.86","114712500000"
"027830","대성창투","KOSDAQ","금융","2990","-45","-1.48","119600000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","1775","-25","-1.39","55559773775"
"129920","대성하이텍","KOSDAQ","기계·장비","13600","-300","-2.16","180588225600"
"387310","대신밸런스제10호스팩","KOSDAQ","금융","2470","0","0.00","13486200000"
"397500","대신밸런스제11호스팩","KOSDAQ","금융","2680","0","0.00","20394800000"
"426670","대신밸런스제12호스팩","KOSDAQ","금융","2215","5","0.23","12869150000"
"020180","대신정보통신","KOSDAQ","컴퓨터서비스","1305","-35","-2.61","50149734075"
"045390","대아티아이","KOSDAQ","일반전기전자","3455","-30","-0.86","245828508510"
"108380","대양전기공업","KOSDAQ","운송장비·부품","14000","-150","-1.06","133942662000"
"006580","대양제지","KOSDAQ","종이·목재","3260","0","0.00","87531000000"
"007680","대원","KOSDAQ","건설","8400","-10","-0.12","112950381600"
"048910","대원미디어","KOSDAQ","유통","15150","-600","-3.81","190571031900"
"005710","대원산업","KOSDAQ","운송장비·부품","5670","-10","-0.18","113613192000"
"290380","대유","KOSDAQ","화학","4525","5","0.11","111829094300"
"290120","대유에이피","KOSDAQ","운송장비·부품","6390","30","0.47","73523480580"
"120240","대정화금","KOSDAQ","화학","18800","-600","-3.09","135179350800"
"003310","대주산업","KOSDAQ","음식료·담배","2710","-65","-2.34","95913268500"
"078600","대주전자재료","KOSDAQ","IT부품","96700","600","0.62","1496973343100"
"096350","대창솔루션","KOSDAQ","금속","390","2","0.52","63866793510"
"140520","대창스틸","KOSDAQ","금속","3330","-30","-0.89","70293779190"
"131220","대한과학","KOSDAQ","유통","8910","-150","-1.66","66419505900"
"010170","대한광통신","KOSDAQ","일반전기전자","2960","245","9.02","218275210000"
"060900","대한그린파워","KOSDAQ","전기·가스·수도","731","24","3.39","126307154455"
"054670","대한뉴팜","KOSDAQ","제약","10200","150","1.49","146420184000"
"023910","대한약품","KOSDAQ","제약","25650","350","1.38","153900000000"
"021040","대호특수강","KOSDAQ","금속","669","-23","-3.32","50441623260"
"021045","대호특수강우","KOSDAQ","금속","1265","-15","-1.17","5366719490"
"067080","대화제약","KOSDAQ","제약","6910","-50","-0.72","128641051500"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","29050","550","1.93","422522256800"
"299170","더블유에스아이","KOSDAQ","유통","1855","45","2.49","55701871365"
"213420","덕산네오룩스","KOSDAQ","반도체","34500","-1400","-3.90","856675675500"
"317330","덕산테코피아","KOSDAQ","반도체","20200","-450","-2.18","371224045600"
"077360","덕산하이메탈","KOSDAQ","일반전기전자","7050","-60","-0.84","320330864100"
"090410","덕신하우징","KOSDAQ","금속","2145","20","0.94","98850383775"
"263600","덕우전자","KOSDAQ","일반전기전자","7380","-50","-0.67","117565687800"
"194480","데브시스터즈","KOSDAQ","디지털컨텐츠","37150","-850","-2.24","439471869000"
"263800","데이타솔루션","KOSDAQ","정보기기","5300","-250","-4.50","85878974000"
"206560","덱스터","KOSDAQ","오락·문화","13200","-100","-0.75","335416435200"
"261200","덴티스","KOSDAQ","의료·정밀기기","8760","-10","-0.11","129279116400"
"067990","도이치모터스","KOSDAQ","유통","7150","-360","-4.79","225050211100"
"006620","동구바이오제약","KOSDAQ","제약","6390","-70","-1.08","181891298880"
"100130","동국S&C","KOSDAQ","금속","6830","40","0.59","390286690000"
"005160","동국산업","KOSDAQ","금속","3855","-25","-0.64","209112478110"
"075970","동국알앤에스","KOSDAQ","비금속","3740","-185","-4.71","68816000000"
"086450","동국제약","KOSDAQ","제약","18450","400","2.22","820287000000"
"099410","동방선기","KOSDAQ","운송장비·부품","3450","-30","-0.86","46716456900"
"033500","동성화인텍","KOSDAQ","화학","12350","-200","-1.59","367029205400"
"025950","동신건설","KOSDAQ","건설","17750","-250","-1.39","149100000000"
"088130","동아엘텍","KOSDAQ","기계·장비","7830","400","5.38","83490804540"
"041930","동아화성","KOSDAQ","화학","9650","250","2.66","152470000000"
"060380","동양에스텍","KOSDAQ","금속","2440","-35","-1.41","48068000000"
"079960","동양이엔피","KOSDAQ","IT부품","14250","-150","-1.04","112005000000"
"228340","동양파일","KOSDAQ","비금속","3460","-10","-0.29","69200000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","2755","-15","-0.54","71166509820"
"094170","동운아나텍","KOSDAQ","반도체","10400","100","0.97","185978228800"
"013120","동원개발","KOSDAQ","건설","3700","-10","-0.27","335989970000"
"109860","동일금속","KOSDAQ","금속","21300","-150","-0.70","193830000000"
"032960","동일기연","KOSDAQ","IT부품","12650","100","0.80","45984647500"
"023790","동일철강","KOSDAQ","금속","2715","-90","-3.21","43397770890"
"005290","동진쎄미켐","KOSDAQ","반도체","32400","-750","-2.26","1665829605600"
"025900","동화기업","KOSDAQ","종이·목재","65100","-400","-0.61","1315251300300"
"131970","두산테스나","KOSDAQ","반도체","27800","-600","-2.11","410316240600"
"073190","듀오백","KOSDAQ","기타제조","2325","-80","-3.33","27825693000"
"030350","드래곤플라이","KOSDAQ","디지털컨텐츠","1720","-20","-1.15","71098525440"
"203650","드림시큐리티","KOSDAQ","출판·매체복제","3090","0","0.00","156371779860"
"223250","드림씨아이에스","KOSDAQ","기타서비스","12300","-100","-0.81","72886356000"
"060570","드림어스컴퍼니","KOSDAQ","디지털컨텐츠","3245","-25","-0.76","184510203515"
"217620","디딤","KOSDAQ","숙박·음식","1240","-25","-1.98","57062271640"
"016670","디모아","KOSDAQ","유통","973","0","0.00","99107857352"
"187870","디바이스이엔지","KOSDAQ","반도체","17350","-400","-2.25","122085166150"
"066670","디스플레이텍","KOSDAQ","IT부품","5550","-80","-1.42","103740144900"
"110990","디아이티","KOSDAQ","IT부품","7750","200","2.65","146475000000"
"078590","디아크","KOSDAQ","운송장비·부품","2380","0","0.00","316556560040"
"263690","디알젬","KOSDAQ","의료·정밀기기","9190","-60","-0.65","104082355900"
"214680","디알텍","KOSDAQ","의료·정밀기기","1510","0","0.00","87610132050"
"263720","디앤씨미디어","KOSDAQ","디지털컨텐츠","18400","-100","-0.54","225862042400"
"376300","디어유","KOSDAQ","소프트웨어","37300","1600","4.48","819748291800"
"141020","디에스앤엘","KOSDAQ","유통","1335","0","0.00","43790846220"
"109740","디에스케이","KOSDAQ","기계·장비","5450","-10","-0.18","147285759500"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","4440","-180","-3.90","109607265240"
"066900","디에이피","KOSDAQ","IT부품","3145","-5","-0.16","71531461935"
"180400","디엑스앤브이엑스","KOSDAQ","기타서비스","7740","0","0.00","222082929900"
"127120","디엔에이링크","KOSDAQ","기타서비스","5110","615","13.68","87348766120"
"092070","디엔에프","KOSDAQ","화학","15200","-300","-1.94","175892241600"
"039840","디오","KOSDAQ","의료·정밀기기","25000","-1000","-3.85","397043875000"
"219550","디와이디","KOSDAQ","유통","1320","10","0.76","48493618800"
"310870","디와이씨","KOSDAQ","운송장비·부품","1700","80","4.94","35168360700"
"104460","디와이피엔에프","KOSDAQ","기계·장비","39450","1150","3.00","422652506250"
"079810","디이엔티","KOSDAQ","기계·장비","8270","20","0.24","127419545340"
"113810","디젠스","KOSDAQ","운송장비·부품","1700","-20","-1.16","55467686700"
"043360","디지아이","KOSDAQ","정보기기","3065","-50","-1.61","27585000000"
"197140","디지캡","KOSDAQ","출판·매체복제","3785","0","0.00","36175701465"
"068930","디지털대성","KOSDAQ","기타서비스","7430","40","0.54","221419490770"
"033130","디지틀조선","KOSDAQ","디지털컨텐츠","2115","5","0.24","78498789705"
"105740","디케이락","KOSDAQ","기계·장비","11200","150","1.36","95109414400"
"263020","디케이앤디","KOSDAQ","화학","3560","85","2.45","55273998240"
"290550","디케이티","KOSDAQ","IT부품","10650","-50","-0.47","175327392900"
"187220","디티앤씨","KOSDAQ","기타서비스","5690","10","0.18","66561739490"
"131180","딜리","KOSDAQ","정보기기","1605","-30","-1.83","47106750000"
"315640","딥노이드","KOSDAQ","소프트웨어","7680","-60","-0.78","71253089280"
"317120","라닉스","KOSDAQ","일반전기전자","6240","-100","-1.58","60278400000"
"042510","라온시큐어","KOSDAQ","소프트웨어","2720","-35","-1.27","105173549120"
"232680","라온테크","KOSDAQ","반도체","12300","-600","-4.65","153513028200"
"300120","라온피플","KOSDAQ","IT부품","5670","-330","-5.50","117822668040"
"171120","라이온켐텍","KOSDAQ","화학","10550","940","9.78","199327226800"
"069540","라이트론","KOSDAQ","통신장비","3745","10","0.27","97602025220"
"347700","라이프시맨틱스","KOSDAQ","소프트웨어","5000","-60","-1.19","51139750000"
"214260","라파스","KOSDAQ","화학","35950","-450","-1.24","309796105200"
"200350","래몽래인","KOSDAQ","오락·문화","19100","-150","-0.78","119537712900"
"171010","램테크놀러지","KOSDAQ","반도체","6660","-30","-0.45","92148139620"
"084650","랩지노믹스","KOSDAQ","기타서비스","6340","-110","-1.71","215506889820"
"217500","러셀","KOSDAQ","기계·장비","3490","-15","-0.43","111023880000"
"141080","레고켐바이오","KOSDAQ","기타서비스","48000","2900","6.43","1166556384000"
"060300","레드로버","KOSDAQ","오락·문화","1830","0","0.00","53493273510"
"038390","레드캡투어","KOSDAQ","기타서비스","20350","250","1.24","174795918000"
"294140","레몬","KOSDAQ","화학","5570","-60","-1.07","206090000000"
"228670","레이","KOSDAQ","의료·정밀기기","20500","150","0.74","272783947000"
